id,title,description,status,priority,type,assignee,labels,estimate_minutes,parent_id,acceptance,design,notes,project,created_at,updated_at,error_log
chum-fdb87e,"Whale 1 / Morsel 4: Wire required preflight fail-fast","Resolve workspace/repo root and verify required binaries (`go`, `golangci-lint`, selected deps scanner binary, and `grep` if used) before checks; abort immediately on required preflight failure.",plan_failed,1,morsel,"","[""source:stingray"",""whale:1"",""type:orchestration"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",60,chum-e0854e,"Activity resolves roots and required binaries from manifest metadata, fails fast on required preflight errors, and records consistent report metadata.","Drive required binary set from manifest to avoid drift. Keep fail-fast logic in activity orchestration and avoid introducing non-existent store calls; remain within current `*store.Store` API boundaries.","",chum,"2026-02-26 02:35:25.832478105 +0000 UTC","2026-02-26 06:27:18.842928966 +0000 UTC",""
chum-874602,"Whale 1 / Morsel 5: Implement two-tier bounded scheduler","Execute heavy checks serialized (max 1 worker: `go vet`, `golangci-lint`, `go test -coverprofile`) and cheap checks in parallel (max 2 workers: TODO scan, outmoded scan, raw file metrics).",plan_failed,1,morsel,"","[""source:stingray"",""whale:1"",""type:scheduler"",""risk:high"",""source:crab"",""plan:chum-zdt-2"",""risk:high""]",105,chum-e0854e,"Scheduler enforces heavy=1 and cheap=2 concurrency, separates execution from final report ordering, and emits results in manifest order.","Implement tier-aware worker pools with deterministic result materialization by manifest index. Keep scheduling and verdict logic decoupled so command-specific branches do not leak into orchestration.","",chum,"2026-02-26 02:35:25.83326084 +0000 UTC","2026-02-26 06:27:18.473490237 +0000 UTC",""
chum-b643c6,"Whale 1 / Morsel 6: Apply required-gate verdict logic with partial observability","Fail overall activity only when required gates fail/time out/error or required preflight fails; still return completed non-gating results and metrics.",plan_failed,1,morsel,"","[""source:stingray"",""whale:1"",""type:verdict"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",60,chum-e0854e,"Final activity error state is derived from required gate metadata and preflight status, while report includes all completed checks regardless of overall verdict.","Compute final verdict from normalized per-check metadata rather than probe-specific branches. Preserve defense-in-depth by exposing both detailed check outcomes and one top-level gate verdict.","",chum,"2026-02-26 02:35:26.00167384 +0000 UTC","2026-02-26 06:32:36.882387749 +0000 UTC",""
chum-3e4c96,"Whale 2 / Morsel 7: Implement required `go vet` probe","Add deterministic `go vet` command execution and map subprocess outcomes into required-gate check results.",plan_failed,1,morsel,"","[""source:stingray"",""whale:2"",""type:probe-required"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",45,chum-74bf5b,"Probe runs fixed `go vet` command from deterministic working directory, maps helper result into required check status fields, and is covered by deterministic tests.","Keep probe thin: fixed args + helper call + mapping. Missing binary remains preflight responsibility; probe should not branch for local tool availability.","",chum,"2026-02-26 02:35:26.008675354 +0000 UTC","2026-02-26 06:30:48.260791455 +0000 UTC",""
chum-ac3d7d,"Whale 2 / Morsel 8: Implement required `golangci-lint` probe","Add deterministic `golangci-lint` execution and result mapping into required-gate check output.",ready,1,morsel,"","[""source:stingray"",""whale:2"",""type:probe-required"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",45,chum-74bf5b,"Probe executes fixed `golangci-lint` args deterministically and maps outcomes to required-gate status without missing-binary conditionals.","Use same mapping contract as other required probes to keep verdict logic generic. Keep binary absence handled by preflight and avoid probe-level fallback paths.","",chum,"2026-02-26 02:35:26.011412882 +0000 UTC","2026-02-26 06:30:03.76091688 +0000 UTC",""
chum-342a44,"Whale 2 / Morsel 9: Implement required `go test -coverprofile` probe","Execute deterministic `go test` coverage command and integrate coverage parser output into required probe result mapping.",ready,1,morsel,"","[""source:stingray"",""whale:2"",""type:probe-required"",""risk:high"",""source:crab"",""plan:chum-zdt-2"",""risk:high""]",90,chum-74bf5b,"Probe runs fixed coverage command, parses coverage deterministically, and applies explicit precedence rules for command-failure vs parse-failure statuses.","Document and enforce precedence order (execution status first, parse status second or vice versa as chosen) so verdict logic is stable. Keep parser boundaries deterministic to avoid host drift.","",chum,"2026-02-26 02:35:26.015467278 +0000 UTC","2026-02-26 06:30:03.765878571 +0000 UTC",""
chum-1bd3e5,"Whale 2 / Morsel 10: Implement TODO scan non-gating probe","Execute TODO scan as an always-attempted non-required check and map outputs to non-gating status fields.",ready,2,morsel,"","[""source:stingray"",""whale:2"",""type:probe-nongating"",""risk:low"",""source:crab"",""plan:chum-zdt-2""]",45,chum-74bf5b,"Probe always attempts execution, maps outcomes into non-required status fields, and does not affect overall required-gate verdict directly.","Keep parser minimal and use same subprocess mapping contract as required probes. If env filtering is needed for command execution, apply exact `KEY=` matching helpers.","",chum,"2026-02-26 02:35:26.027420666 +0000 UTC","2026-02-26 06:30:03.838427715 +0000 UTC",""
chum-c1b6aa,"Whale 2 / Morsel 11: Implement outmoded dependency non-gating probe","Execute outmoded dependency scan as an always-attempted non-required check with normalized status mapping.",ready,2,morsel,"","[""source:stingray"",""whale:2"",""type:probe-nongating"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",60,chum-74bf5b,"Probe runs with fixed arguments, applies stable parse boundaries, and reports normalized non-required statuses.","Use deterministic command args and bounded parser windows to avoid flaky tests. Keep missing binary behavior in preflight if scanner is marked required by manifest metadata.","",chum,"2026-02-26 02:35:26.108459064 +0000 UTC","2026-02-26 06:30:03.974767684 +0000 UTC",""
chum-892420,"Whale 2 / Morsel 12: Implement raw file metrics non-gating probe","Add raw file metrics collection as an always-attempted non-required check with normalized reporting.",ready,2,morsel,"","[""source:stingray"",""whale:2"",""type:probe-nongating"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",60,chum-74bf5b,"Probe collects file metrics via deterministic traversal rules and maps output into normalized non-required check fields.","Define traversal ordering and filtering explicitly to avoid flaky assertions. Keep probe contract aligned with other checks so summary aggregation remains generic.","",chum,"2026-02-26 02:35:26.115677972 +0000 UTC","2026-02-26 06:30:04.245566644 +0000 UTC",""
chum-ddecf7,"Whale 2 / Morsel 13: Add summary status counter aggregation","Aggregate per-check statuses into report summary counters after probe execution completes.",open,2,morsel,"","[""source:stingray"",""whale:2"",""type:aggregation"",""risk:low"",""source:crab"",""plan:chum-zdt-2""]",30,chum-74bf5b,"Summary counters are computed in one pass over canonical ordered results and validated against mixed-outcome test cases.","Perform counter aggregation once at report finalization using canonical result slice. Keep summary independent of probe internals so new checks inherit counters automatically.","",chum,"2026-02-26 02:35:26.117241369 +0000 UTC","2026-02-26 02:35:26.117241369 +0000 UTC",""
chum-279ec6,"Whale 2 / Morsel 14: Enforce bounded output guarantees with truncation flags","Guarantee stored stdout/stderr are capped and accompanied by explicit truncation booleans across all probes.",open,1,morsel,"","[""source:stingray"",""whale:2"",""type:quality"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",50,chum-74bf5b,"All probe outputs are capped via shared helper logic, truncation booleans are always set correctly, and tests validate over-cap behavior.","Keep capping centralized in helper layer and ensure every probe path uses that helper result directly. Validate contract consistency through acceptance tests rather than per-probe custom logic.","[remora] After chum-2faae6 completed: Use the new table-driven/faster timing harness in internal/temporal/agent_cli_test.go as scaffolding for over-cap truncation assertions; acceptance criteria for shared cap logic + explicit truncation flags remain unmet.",chum,"2026-02-26 02:35:26.137280327 +0000 UTC","2026-02-26 02:39:58.21348295 +0000 UTC",""
chum-82c942,"Whale 3 / Morsel 15: Build deterministic GatherMetricsActivity test harness","Create command-execution fixtures/stubs so tests are reproducible and independent of host-installed binaries and repo state.",closed,1,morsel,"","[""source:stingray"",""whale:3"",""type:test-harness"",""risk:high"",""source:crab"",""plan:chum-zdt-2"",""risk:high""]",105,chum-3104ea,"Tests use injected preflight/runner dependencies, avoid reliance on local binaries/repo state, and support scenario-specific deterministic outcomes.","Inject runner and preflight via interfaces or function fields in activity struct. Keep harness shape aligned with existing activity return types (`CLIResult` conventions where relevant) to avoid mismatched test seams.","",chum,"2026-02-26 02:35:26.201923998 +0000 UTC","2026-02-26 03:00:36.920642767 +0000 UTC",""
chum-a9c03e,"Whale 3 / Morsel 16: Add acceptance regression for required gate failure","Implement `TestGatherMetricsActivity_RequiredGateFailure` validating overall failure when a required gate fails.",ready,2,morsel,"","[""source:stingray"",""whale:3"",""type:acceptance-test"",""risk:low"",""source:crab"",""plan:chum-zdt-2""]",45,chum-3104ea,"Test demonstrates activity failure on required check failure while preserving report payload for executed checks.","Use harness to isolate one required probe failure and keep other probes deterministic/pass. Assert top-level verdict and per-check required metadata together.","[remora] After chum-82c942 completed: Prerequisite now satisfied: GatherMetricsActivity uses injectable preflight/command-runner seams with fixture-driven deterministic tests. Scope for this item is narrowed to adding `TestGatherMetricsActivity_RequiredGateFailure` in that harness: simulate a required gate failure, assert overall activity failure, and assert executed checks’ report payload is still preserved.",chum,"2026-02-26 02:35:26.204057113 +0000 UTC","2026-02-26 06:34:01.156543307 +0000 UTC",""
chum-dabd90,"Whale 3 / Morsel 17: Add acceptance regression for partial failure observability","Implement `TestGatherMetricsActivity_PartialFailurePreservesObservability` validating retained non-gating/partial results.",open,2,morsel,"","[""source:stingray"",""whale:3"",""type:acceptance-test"",""risk:medium"",""source:crab"",""plan:chum-zdt-2""]",60,chum-3104ea,"Test verifies mixed required/non-required outcomes, preserved completed results, and correct summary counters despite partial failures.","Seed mixed statuses across required and non-required probes in harness fixtures, then assert both final verdict and observability fields. Ensure summary assertions reference canonical manifest order.","",chum,"2026-02-26 02:35:26.210181607 +0000 UTC","2026-02-26 02:35:26.210181607 +0000 UTC",""
chum-785d89,"Whale 3 / Morsel 18: Add acceptance regression for bounded output","Implement `TestGatherMetricsActivity_BoundedOutput` validating stdout/stderr cap enforcement and truncation flags.",open,2,morsel,"","[""source:stingray"",""whale:3"",""type:acceptance-test"",""risk:low"",""source:crab"",""plan:chum-zdt-2""]",45,chum-3104ea,"Test feeds deterministic oversized stdout/stderr payloads and confirms cap length plus truncation booleans for reported checks.","Generate oversized payloads in harness stubs and assert centralized capping behavior, not probe-specific quirks. Include both truncated and non-truncated cases for boundary confidence.","[remora] After chum-82c942 completed: Prerequisite is now in place: add `TestGatherMetricsActivity_BoundedOutput` using the injected preflight/command-runner harness to return oversized stdout/stderr deterministically, then assert reported check outputs are capped to `stingrayCommandOutputTruncateLen` and the truncation booleans are set correctly.",chum,"2026-02-26 02:35:26.223791734 +0000 UTC","2026-02-26 03:04:56.69024893 +0000 UTC",""
chum-434c4d,"Whale 4 / Morsel 19: Persist decomposition artifact","Add/update local planning artifact with whale/morsel breakdown and rationale for this selected item.",closed,3,morsel,"","[""source:stingray"",""whale:4"",""type:planning-artifact"",""risk:low"",""source:crab"",""plan:chum-zdt-2""]",15,chum-ed9a3d,"Artifact file is updated with current whale/morsel decomposition, rationale, and remains standalone without merging unrelated scope.","Keep this as an isolated planning update in `.morsels/` and avoid coupling with code changes. Preserve concise rationale and dependency clarity for future triage.","",chum,"2026-02-26 02:35:26.231234428 +0000 UTC","2026-02-26 03:08:44.252071523 +0000 UTC",""
chum-853d23,"Rollout Controls And Request Plumbing","Introduce rollout controls in config and carry deterministic fallback inputs into planning requests.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Config values are validated and defaulted consistently; planning requests contain all new control fields from dispatcher, API, and CLI inputs.","","",chum,"2026-02-26 04:12:28.349345898 +0000 UTC","2026-02-26 04:12:28.349345898 +0000 UTC",""
chum-0058f3,"Planning Failure Policy","Classify planning failures and apply bounded retry/fallback policy.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Failure classes are stable and task-keyed; retries/backoff are bounded; fallback trigger behavior is deterministic and test-covered.","","",chum,"2026-02-26 04:12:28.452716576 +0000 UTC","2026-02-26 04:12:28.452716576 +0000 UTC",""
chum-5bbc75,"Lean Minimal Fallback Artifact","Produce deterministic minimal fallback plans and gate execution by risk.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Fallback artifact always parses and matches strict structure; risk classification gates auto-execution correctly.","","",chum,"2026-02-26 04:12:28.525420858 +0000 UTC","2026-02-26 04:12:28.525420858 +0000 UTC",""
chum-0684b6,"Runtime Envelope Enforcement","Add runtime scope-breach plumbing and then enforce bounded overflow handling.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Scope-breach structures and hooks exist first with no behavior change; follow-on feature emits breach morsels and bounded child splits with tests.","","",chum,"2026-02-26 04:12:28.647573994 +0000 UTC","2026-02-26 04:12:28.647573994 +0000 UTC",""
chum-9346a9,"Metrics Exposure","Define metrics contracts and emit them across planning, dispatch, and scope-breach paths.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Metric keys and aggregation semantics are stable; emitters populate data at required lifecycle points with test coverage.","","",chum,"2026-02-26 04:12:28.656403914 +0000 UTC","2026-02-26 04:12:28.656403914 +0000 UTC",""
chum-bf097d,"Routing-Seed Compatibility And Targeted Acceptance","Lock regression coverage for seeded routing with fallback and run targeted acceptance tests.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Seeded `SeedTaskID` fallback behavior has focused regression tests and the specified temporal/config test slices pass.","","",chum,"2026-02-26 04:12:28.667100883 +0000 UTC","2026-02-26 04:12:28.667100883 +0000 UTC",""
chum-8d8a09,"Whale 0 / Morsel 0: Add Lean minimal config schema + defaults + validation","Extend dispatch cost-control config with fallback flags and retry knobs, including allowlist parsing and validation bounds.",plan_failed,1,morsel,"","[""area:config"",""type:schema"",""type:validation"",""risk:medium"",""source:crab"",""plan:chum-01f700""]",75,chum-853d23,"New config fields exist in schema, are defaulted when unset, validate with tight numeric bounds, and allowlist normalization is covered by planner/config tests.","Implement as an additive config contract across type/default/validation/test in one change. Use explicit feature-flag style defaults (default-off for major behavior), use config.Duration for TOML duration knobs with `.Duration == 0` defaulting checks, and keep allowlist parsing as a pure normalize-only function (trim, dedupe, stable casing/order). Enforce bounds at validation boundary so workflow code receives trusted values.","",chum,"2026-02-26 04:12:28.782880394 +0000 UTC","2026-02-26 04:19:06.62559711 +0000 UTC",""
chum-6ed1dc,"Whale 0 / Morsel 1: Plumb fallback controls into planning requests","Pass new config values from dispatcher/API/CLI into `PlanningRequest` so workflow logic can use deterministic inputs.",plan_failed,1,morsel,"","[""area:temporal"",""area:api"",""area:cli"",""type:plumbing"",""risk:medium"",""source:crab"",""plan:chum-01f700""]",80,chum-853d23,"All new fallback/retry fields are mapped once into `PlanningRequest` from dispatcher/API/CLI paths; workflow no longer relies on hidden defaults for these controls.","Create a single source-of-truth mapping layer into PlanningRequest and reuse it across API and CLI entrypoints. Keep config-surface contract alignment in mind (type/default/TOML example together), and avoid adding fallback behavior decisions in workflow from implicit zero values.","",chum,"2026-02-26 04:12:28.852137945 +0000 UTC","2026-02-26 06:16:52.970354266 +0000 UTC",""
chum-4dad57,"Whale 1 / Morsel 2: Add planning failure classifier primitives","Implement classifier helpers and per-task failure key resolver used by planning workflow.",plan_failed,1,morsel,"","[""area:planning"",""type:classifier"",""type:test-contract"",""risk:medium"",""source:crab"",""plan:chum-01f700""]",60,chum-0058f3,"Classifier helpers and failure-key resolver are pure and deterministic, with contract tests covering transient/permanent categorization and key derivation.","Add side-effect-free classifier primitives in planning_workflow and lock behavior with contract tests. Keep interfaces simple so retry/fallback policy can compose them later without hidden state; this follows the historical pattern of locking shared resolver behavior via dedicated tests.","",chum,"2026-02-26 04:12:29.035732305 +0000 UTC","2026-02-26 06:18:46.939659085 +0000 UTC",""
chum-2ff86d,"Whale 1 / Morsel 3: Add retry state and backoff hook points","Introduce retry counters and backoff calculation hook points in planning workflow without changing fallback behavior.",ready,2,morsel,"","[""area:planning"",""type:workflow-state"",""type:backoff-hook"",""risk:low"",""source:crab"",""plan:chum-01f700""]",45,chum-0058f3,"Planning workflow tracks retry state and exposes backoff hooks, while current fallback behavior/output remains unchanged.","Add retry counters/state structs and backoff hook boundaries only, keeping policy decisions out of this change. Separate state tracking from policy to keep the next diff (policy integration) small/reviewable; include guardrails against workflow hangs by keeping signal/receive behavior unchanged.","",chum,"2026-02-26 04:12:29.047485779 +0000 UTC","2026-02-26 06:20:00.870420866 +0000 UTC",""
chum-d180cf,"Whale 1 / Morsel 11: Wire retry + backoff + fallback trigger conditions","Integrate classifier into planning workflow stages, retry transient failures up to `max_plan_retries`, and trigger fallback after 2 failures on same task or retry exhaustion.",open,1,morsel,"","[""area:planning"",""type:policy"",""type:retry"",""type:fallback"",""risk:high"",""source:crab"",""plan:chum-01f700"",""risk:high""]",110,chum-0058f3,"Transient failures retry with configured max/backoff; fallback triggers exactly once at the policy boundary on same-task double-failure or retry exhaustion; trace/minimal-fallback tests pass.","Apply retry/fallback policy at one decision boundary per stage to avoid duplicate fallback triggers. Compose classifier + retry state from prior morsels, emit traceable workflow events for each decision, and preserve deterministic behavior for seeded task IDs. Include observability in-line with workflow requirements (health/decision/outcome traces).","",chum,"2026-02-26 04:12:29.232368513 +0000 UTC","2026-02-26 04:12:29.232368513 +0000 UTC",""
chum-c3f49d,"Whale 2 / Morsel 4: Build deterministic minimal plan template","Add a dedicated fallback artifact builder that always emits parser-safe markdown with exactly three `- [ ]` scope items and strict envelope metadata.",open,1,morsel,"","[""area:planning"",""area:parser"",""type:template"",""risk:high"",""source:crab"",""plan:chum-01f700"",""risk:high""]",90,chum-5bbc75,"Fallback builder emits a deterministic markdown artifact with strict envelope fields and exactly three checklist scope lines; parser tests validate stability.","Use a fixed template layout and deterministic ordering (no dynamic section order) to avoid flaky parse behavior. Keep builder isolated from policy logic, enforce strict envelope metadata formatting, and validate parser compatibility through crab_parse tests plus workflow fallback tests.","",chum,"2026-02-26 04:12:29.242337472 +0000 UTC","2026-02-26 04:12:29.242337472 +0000 UTC",""
chum-f4b38e,"Whale 2 / Morsel 5: Add risk classifier and fallback execution gates","Classify fallback risk (low/medium/high) using risky keywords/labels and envelope fit, auto-execute low/medium in auto mode, require explicit greenlight for high risk.",open,1,morsel,"","[""area:planning"",""type:risk-classifier"",""type:gating"",""observability"",""risk:high"",""source:crab"",""plan:chum-01f700"",""risk:high""]",95,chum-5bbc75,"Risk class is deterministically computed from explicit rules; execution gating follows mode/risk policy and emits traceable decision events.","Implement an explicit, table-driven risk classifier (keywords/labels/envelope-fit) with deterministic precedence. Keep gate decisions centralized and recorded in workflow trace events for auditability; high-risk path must require explicit greenlight and avoid silent auto-execution.","",chum,"2026-02-26 04:12:29.247463932 +0000 UTC","2026-02-26 04:12:29.247463932 +0000 UTC",""
chum-e8bff3,"Whale 3 / Morsel 6: Structural hook for scope-breach enforcement","Add envelope/scope-breach data structures and non-behavioral hook points in execution workflow for later wiring.",plan_failed,3,morsel,"","[""area:execution"",""type:scaffold"",""type:types"",""risk:low"",""source:crab"",""plan:chum-01f700""]",40,chum-0684b6,"New scope-breach structures/hook points are present and covered by compile/tests without changing runtime behavior or emitted events/tasks.","Keep this strictly preparatory: define types and workflow extension points only. No new events/tasks in this step. Ensure types are shaped for future causal linking and metrics without forcing immediate behavior changes.","",chum,"2026-02-26 04:12:29.263355619 +0000 UTC","2026-02-26 05:36:35.979548937 +0000 UTC","Attempt 1: review not approved: internal/temporal/workflow_test.go:1455-1461 does not reliably execute the new drift hook path. `stubActivities(env)` already registers `SentinelScanActivity` with `mock.Anything` + `.Maybe()`, and testify matches the first compatible expectation, so the later drift mock is shadowed and may never run.; internal/temporal/workflow_test.go:1451-1480 does not enforce the acceptance criterion that runtime behavior/emissions remain identical. It only checks completion and directly calls the no-op hook; it does not assert parity/absence for notifications, events, activities, child workflows, or task emissions.; Coverage is incomplete for the requirement that retry/escalation/DoD/record-outcome behavior remains unchanged across success and failure paths: the new test covers only a success flow and does not validate a drift+failure/escalation path.
---
Attempt 1 DoD failed: Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 4)
---
Attempt 2: review not approved: `TestScopeBreachHookScaffolding` does not actually prove the workflow hook path is exercised; it only checks workflow completion and calls `defaultScopeBreachHook` directly. If the hook call inside `ChumAgentWorkflow` were removed, this test would still pass (`internal/temporal/workflow_test.go`, around lines 1451-1480).; The new test does not enforce emission invariance (no new notifications/activities/child workflows/task emissions). With broad `.Maybe()` mocks and no strict call-count assertions, extra runtime emissions could be introduced without test failure.
---
Attempt 2 DoD error: activity error (type: DoDVerifyActivity, scheduledEventID: 166, startedEventID: 167, identity: ): activity StartToClose timeout (type: StartToClose)
---
Attempt 3: review not approved: No implementation was delivered in the workspace: `/tmp/chum-wt-chum-e8bff3` contains no source files/repo, so the new scope-breach types/hooks are absent and acceptance criteria 1-4 fail by default.; Execution logs show the run failed with `TerminalQuotaError` (HTTP 429 exhausted model capacity), indicating the task did not complete.; No test updates or test execution evidence were provided (`go test ./internal/temporal/...` and regression assertions), so acceptance criterion 5 is unmet.; With no code present, error handling, race-condition safety, and behavior-preservation claims cannot be verified.
---
Attempt 3 DoD failed: WORKTREE BROKEN: .git directory missing in /tmp/chum-wt-chum-e8bff3. The worktree was likely deleted by the janitor while this workflow was still running (cross-project cleanup race). This is an infrastructure failure, not a code issue. Do NOT retry in this worktree — it must be recreated from scratch via SetupWorktreeActivity."
chum-b18b42,"Whale 3 / Morsel 7: Emit scope_breach morsels on overflow detection","On detected scope breach, emit follow-up `scope_breach` morsel metadata and link it to the source execution context.",open,2,morsel,"","[""area:execution"",""type:scope-breach"",""type:metadata"",""risk:medium"",""source:crab"",""plan:chum-01f700""]",70,chum-0684b6,"Overflow detection emits one `scope_breach` morsel per breach boundary with stable causal references to source execution context.","Wire breach detection to a single emission boundary to avoid duplicates. Include causal IDs/context fields for downstream metrics/reporting and maintain deterministic emission semantics under retries.","",chum,"2026-02-26 04:12:29.653661364 +0000 UTC","2026-02-26 04:12:29.653661364 +0000 UTC",""
chum-5aff41,"Whale 3 / Morsel 12: Auto-split overflow into bounded child morsels","Split remaining overflow into bounded child morsels when scope breach occurs, respecting configured size constraints.",ready,1,morsel,"","[""area:execution"",""type:autosplit"",""type:idempotency"",""risk:high"",""source:crab"",""plan:chum-01f700"",""risk:high""]",115,chum-0684b6,"Overflow is deterministically partitioned into bounded child morsels, idempotent across retries, and does not duplicate children.","Implement deterministic partitioning with stable ordering and idempotency keys so replay/retry cannot produce duplicate children. Respect configured size limits exactly and keep split logic isolated from emission transport code for testability.","",chum,"2026-02-26 04:12:29.755517239 +0000 UTC","2026-02-26 06:16:01.168075386 +0000 UTC",""
chum-d29b33,"Whale 4 / Morsel 8: Add metrics contract and aggregation helpers","Define metric keys and helper calculations with stable numerator/denominator semantics.",plan_failed,2,morsel,"","[""area:metrics"",""type:contract"",""type:helpers"",""risk:low"",""source:crab"",""plan:chum-01f700""]",60,chum-9346a9,"Metric key constants and helper functions are defined once, denominator-safe, and reusable by planning/dispatch/scope-breach emitters.","Freeze naming early in store/interfaces/types to avoid downstream churn. Implement helper functions that guard zero-denominator and enforce consistent numerator/denominator semantics so future emitters cannot diverge.","",chum,"2026-02-26 04:12:29.762008639 +0000 UTC","2026-02-26 04:16:11.845686489 +0000 UTC",""
chum-928661,"Whale 4 / Morsel 9: Wire metric emitters into planning and dispatch paths","Record metric inputs at parse, child-start, and ready-blocked points and surface them through existing observability flows.",open,2,morsel,"","[""area:metrics"",""area:planning"",""area:dispatch"",""observability"",""risk:medium"",""source:crab"",""plan:chum-01f700""]",85,chum-9346a9,"Planning/dispatch transition points emit metric inputs exactly once per transition and existing trace/observability tests verify no duplicate counts.","Instrument at workflow state transitions (parse, child-start, ready-blocked) rather than deep helpers. Reuse metrics contract helpers from M8 to keep semantics aligned and avoid denominator drift; include trace tests where transitions are most visible.","",chum,"2026-02-26 04:12:29.832469778 +0000 UTC","2026-02-26 04:12:29.832469778 +0000 UTC",""
chum-f93df4,"Whale 4 / Morsel 13: Wire metric emitters into scope-breach path","Record scope-breach metric inputs in execution workflow and propagate them through existing observability flow.",open,2,morsel,"","[""area:metrics"",""area:scope-breach"",""observability"",""risk:medium"",""source:crab"",""plan:chum-01f700""]",75,chum-9346a9,"Scope-breach path emits contract-aligned metric inputs with causal context and passes workflow tests without duplicate emission.","Reuse M8 helper/contract semantics and wire emitters on scope-breach transitions introduced by M12. Keep emission tied to single breach/split boundaries to preserve metric integrity and comparability with planning/dispatch metrics.","",chum,"2026-02-26 04:12:29.844031252 +0000 UTC","2026-02-26 04:12:29.844031252 +0000 UTC",""
chum-cd1f2a,"Whale 5 / Morsel 10: Add focused regression tests and run acceptance suite","Add tests for seeded `SeedTaskID` behavior with fallback and execute the exact targeted `go test` commands for temporal/config slices.",open,1,morsel,"","[""area:test"",""type:regression"",""type:acceptance"",""risk:medium"",""source:crab"",""plan:chum-01f700""]",95,chum-bf097d,"Seeded fallback behavior is covered by focused regression tests and targeted temporal/config acceptance test commands pass.","Keep assertions tightly scoped to seeded fallback behavior to avoid coupling to unrelated workflow internals. Include config planner flag coverage and execution workflow seeded cases, then run only the targeted go test slices tied to this feature set.","",chum,"2026-02-26 04:12:29.85152725 +0000 UTC","2026-02-26 04:12:29.85152725 +0000 UTC",""
chum-5ed354,"Structural Foundations: Config and Schema Extensions","Establish the necessary configuration fields and data structures to support planning fallbacks and retry tracking.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","The system configuration and Temporal data types are extended to include minimal fallback settings and failure tracking fields.","","",chum,"2026-02-26 04:25:50.157156614 +0000 UTC","2026-02-26 04:25:50.157156614 +0000 UTC",""
chum-589da0,"Planning Fallback Orchestration","Implement the logic to track planning failures and trigger the minimal fallback mode when thresholds are exceeded.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Workflows correctly track failure counts and transition to minimal fallback mode when retry limits are reached.","","",chum,"2026-02-26 04:25:50.283493071 +0000 UTC","2026-02-26 04:25:50.283493071 +0000 UTC",""
chum-02ddbe,"Lean Minimal Mode Implementation","Implement the lightweight planning activity that generates a constrained, low-risk plan.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Minimal plan generation produces a valid set of 3 deliverables using a lightweight LLM prompt.","","",chum,"2026-02-26 04:25:50.367022191 +0000 UTC","2026-02-26 04:25:50.367022191 +0000 UTC",""
chum-8cef58,"Runtime Guardrails and Metrics","Add runtime enforcement of task scope and instrument the system with key performance indicators.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Execution is terminated if tasks exceed scope limits, and system metrics accurately track planning health.","","",chum,"2026-02-26 04:25:50.444007847 +0000 UTC","2026-02-26 04:25:50.444007847 +0000 UTC",""
chum-cb9116,"Verification and Validation","Validate the entire fallback and guardrail system with end-to-end integration tests.",open,1,whale,"","[""source:crab"",""plan:chum-01f700""]",0,"","Integration tests confirm that planning failures trigger the correct fallback behavior and produce valid tasks.","","",chum,"2026-02-26 04:25:50.457316652 +0000 UTC","2026-02-26 04:25:50.457316652 +0000 UTC",""
